Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
155,7,,R1,DISCARD,pass,0.0,[ 3.  5.  6.  7.  7.  8.  9.  9.  9. 10. 11. 11. 11.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,7,,R2,DISCARD,pass,0.0,[ 4.  8.  9.  9.  9. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
155,8,,DQN_Player,DISCARD,C9;Q2;J0,0.0,[ 8.  8.  8.  8. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C8;Q4;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C11;Q1;J0', 'pass']",,,,
155,8,,R0,DISCARD,pass,0.0,[ 8.  9. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,8,,R1,DISCARD,C7;Q2;J0,0.0,[ 3.  5.  6.  8.  9.  9.  9. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q2;J0', 'pass']",,,,
155,8,,R2,DISCARD,pass,0.0,[ 4.  8.  9.  9.  9. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,8,,DQN_Player,DISCARD,pass,0.0,[ 8.  8.  8.  8. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,,,R1,DECLARE_PIZZA,,,,,,,,,,
155,9,,R1,DISCARD,C9;Q3;J0,0.0,[ 3.  5.  6.  8. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q1;J0', 'C5;Q1;J0', 'C6;Q1;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
155,9,,R2,DISCARD,pass,0.0,[ 4.  8.  9.  9.  9. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,9,,DQN_Player,DISCARD,C8;Q4;J0,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q3;J0', 'C8;Q4;J0', 'pass']",,,,
155,9,,R0,DISCARD,pass,0.0,[ 8.  9. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,9,,R1,DISCARD,pass,0.0,[ 3.  5.  6.  8. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
155,10,,DQN_Player,DISCARD,C11;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'pass']",,,,
155,10,,R0,DISCARD,C10;Q5;J0,0.0,[ 8.  9. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.],"['C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'C10;Q5;J0', 'pass']",,,,
155,10,,R1,DISCARD,pass,0.0,[ 3.  5.  6.  8. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.],['pass'],,,,
155,10,,R2,DISCARD,pass,0.0,[ 4.  8.  9.  9.  9. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.],['pass'],,,,
155,10,,R0,DISCARD,pass,0.0,[ 8.  9. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.],['pass'],,,,
155,,,R0,DECLARE_PIZZA,,,,,,,,,,
155,11,,R0,DISCARD,C9;Q1;J0,0.0,[ 8. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'C9;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'C11;Q5;J0', 'pass']",,,,
155,11,,R1,DISCARD,C6;Q1;J0,0.0,[ 3.  5.  8. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q1;J0', 'C5;Q1;J0', 'C6;Q1;J0', 'C8;Q1;J0', 'pass']",,,,
155,11,,R2,DISCARD,C4;Q1;J0,0.0,[ 8.  9.  9.  9. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'pass']",,,,
155,11,,R0,DISCARD,pass,0.0,[ 8. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,11,,R1,DISCARD,C3;Q1;J0,0.0,[ 5.  8. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q1;J0', 'pass']",,,,
155,11,,R2,DISCARD,pass,0.0,[ 8.  9.  9.  9. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,,,R1,DECLARE_PIZZA,,,,,,,,,,
155,12,,R1,DISCARD,C11;Q1;J0,0.0,[ 5.  8. 10. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C5;Q1;J0', 'C8;Q1;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
155,12,,R2,DISCARD,C9;Q1;J0,0.0,[ 8.  9.  9. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C10;Q1;J0', 'pass']",,,,
155,12,,R0,DISCARD,C8;Q1;J0,0.0,[11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'pass']",,,,
155,12,,R1,DISCARD,C5;Q1;J0,0.0,[ 8. 10. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q1;J0', 'pass']",,,,
155,12,,R2,DISCARD,pass,0.0,[ 8.  9.  9. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,12,,R0,DISCARD,pass,0.0,[11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,,,R1,DECLARE_PIZZA,,,,,,,,,,
155,13,,R1,DISCARD,C11;Q2;J0,0.0,[ 8. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C8;Q1;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
155,13,,R2,DISCARD,C9;Q2;J0,0.0,[ 8. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C9;Q2;J0', 'pass']",,,,
155,13,,R0,DISCARD,pass,0.0,[11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,13,,R1,DISCARD,pass,0.0,[ 8. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,,,R2,DECLARE_PIZZA,,,,,,,,,,
155,14,,R2,DISCARD,C11;Q1;J0,0.0,[ 8. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C8;Q1;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'pass']",,,,
155,14,,R0,DISCARD,pass,0.0,[11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
155,14,,R1,DISCARD,C8;Q1;J0,0.0,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
155,14,,R2,DISCARD,pass,0.0,[ 8. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,,,R1,DECLARE_PIZZA,,,,,,,,,,
155,15,,R1,DISCARD,C10;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C10;Q1;J0', 'pass']",,,,
155,15,,R2,DISCARD,C8;Q1;J0,0.0,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'pass']",,,,
155,15,,R0,DISCARD,pass,0.0,[11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,15,,R2,DISCARD,pass,0.0,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
155,,,R2,DECLARE_PIZZA,,,,,,,,,,
155,16,,R2,DISCARD,C10;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C10;Q1;J0', 'pass']",,,,
155,16,,R0,DISCARD,pass,0.0,[11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
155,,,R2,DECLARE_PIZZA,,,,,,,,,,
155,16,,SYSTEM,END_MATCH,,,,,,,"{'DQN_Player': 'chef', 'R0': 'souschef', 'R1': 'dishwasher', 'R2': 'waiter'}","{'DQN_Player': 3, 'R1': 2, 'R2': 1, 'R0': 0}","{'DQN_Player': 320, 'R0': 276, 'R1': 332, 'R2': 272}",
155,0,,SYSTEM,DEAL_CARDS,,,"[[2, 4, 4, 8, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11, 11, 11, 12], [1, 3, 3, 3, 4, 5, 5, 6, 6, 6, 7, 8, 8, 9, 9, 9, 10], [2, 5, 6, 7, 7, 7, 8, 8, 9, 9, 10, 10, 11, 11, 11, 11, 12], [4, 5, 5, 6, 6, 7, 7, 7, 8, 9, 10, 10, 10, 11, 11, 11, 11]]",,,,,,,
155,0,,SYSTEM,CARD_EXCHANGE,"['', '', [1, 3], 4, [12], [11, 12]]",,"[[1, 2, 3, 4, 4, 8, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11, 11], [3, 3, 4, 5, 5, 6, 6, 6, 7, 8, 8, 9, 9, 9, 10, 11, 12], [2, 4, 5, 6, 7, 7, 7, 8, 8, 9, 9, 10, 10, 11, 11, 11, 11], [5, 5, 6, 6, 7, 7, 7, 8, 9, 10, 10, 10, 11, 11, 11, 11, 12]]",,,,,,,
156,0,,SYSTEM,NEW_MATCH,,,,,,,"{'DQN_Player': 'chef', 'R0': 'dishwasher', 'R1': 'souschef', 'R2': 'waiter'}",,"{'DQN_Player': 247, 'R0': 215, 'R1': 248, 'R2': 220}",
156,1,,R1,DISCARD,C11;Q3;J0,0.0,[ 2.  4.  5.  6.  7.  7.  7.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0']",,,,
156,1,,R2,DISCARD,C10;Q3;J1,0.0,[ 5.  5.  6.  6.  7.  7.  7.  8.  9. 11. 11. 11. 11.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 12.  0.  0.  0.  0.  0.  0.  0.],"['C7;Q3;J0', 'C7;Q3;J1', 'C10;Q3;J0', 'C10;Q3;J1', 'pass']",,,,
156,1,,DQN_Player,DISCARD,pass,0.0,[ 1.  2.  3.  4.  4.  8.  8.  8.  9.  9.  9. 10. 10. 10. 10. 11. 11.],[10. 10. 10. 12.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 12.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
156,1,,R0,DISCARD,pass,0.0,[ 3.  3.  4.  5.  5.  6.  6.  6.  7.  8.  8.  9.  9.  9. 10. 11. 12.],[10. 10. 10. 12.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 12.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
156,1,,R1,DISCARD,pass,0.0,[ 2.  4.  5.  6.  7.  7.  7.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.],[10. 10. 10. 12.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 12.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
156,,,R2,DECLARE_PIZZA,,,,,,,,,,
156,2,,R2,DISCARD,C11;Q1;J0,0.0,[ 5.  5.  6.  6.  7.  7.  7.  8.  9. 11. 11. 11.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C7;Q3;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'pass']",,,,
156,2,,DQN_Player,DISCARD,C4;Q2;J0,0.0,[ 1.  2.  3.  8.  8.  8.  9.  9.  9. 10. 10. 10. 10. 11. 11.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C3;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'pass']",,,,
156,2,,R0,DISCARD,C3;Q2;J1,0.0,[ 4.  5.  5.  6.  6.  6.  7.  8.  8.  9.  9.  9. 10. 11.  0.  0.  0.],[4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],"['C3;Q2;J0', 'C3;Q2;J1', 'pass']",,,,
156,2,,R1,DISCARD,pass,0.0,[ 2.  4.  5.  6.  7.  7.  7.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
156,2,,R2,DISCARD,pass,0.0,[ 5.  5.  6.  6.  7.  7.  7.  8.  9. 11. 11. 11.  0.  0.  0.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
156,2,,DQN_Player,DISCARD,pass,0.0,[ 1.  2.  3.  8.  8.  8.  9.  9.  9. 10. 10. 10. 10. 11. 11.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3.  3. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
156,,,R0,DECLARE_PIZZA,,,,,,,,,,
156,3,,R0,DISCARD,C11;Q1;J0,0.0,[ 4.  5.  5.  6.  6.  6.  7.  8.  8.  9.  9.  9. 10.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C6;Q3;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'pass']",,,,
156,3,,R1,DISCARD,C7;Q1;J0,0.0,[ 2.  4.  5.  6.  7.  7.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C7;Q3;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'pass']",,,,
156,3,,R2,DISCARD,C6;Q1;J0,0.0,[ 5.  5.  6.  7.  7.  7.  8.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'pass']",,,,
156,3,,DQN_Player,DISCARD,C3;Q1;J0,0.0,[ 1.  2.  8.  8.  8.  9.  9.  9. 10. 10. 10. 10. 11. 11.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C3;Q1;J0', 'pass']",,,,
156,3,,R0,DISCARD,pass,0.0,[ 4.  5.  5.  6.  6.  6.  7.  8.  8.  9.  9.  9. 10.  0.  0.  0.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
156,3,,R1,DISCARD,C2;Q1;J0,0.0,[ 4.  5.  6.  7.  7.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'pass']",,,,
156,3,,R2,DISCARD,pass,0.0,[ 5.  5.  6.  7.  7.  7.  8.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
156,3,,DQN_Player,DISCARD,C1;Q1;J0,0.0,[ 2.  8.  8.  8.  9.  9.  9. 10. 10. 10. 10. 11. 11.  0.  0.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'pass']",,,,
156,3,,R1,DISCARD,pass,0.0,[ 4.  5.  6.  7.  7.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
156,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
156,4,,DQN_Player,DISCARD,C9;Q1;J0,0.0,[ 2.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
156,4,,R0,DISCARD,C8;Q1;J0,0.0,[ 4.  5.  5.  6.  6.  6.  7.  8.  9.  9.  9. 10.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C6;Q3;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'pass']",,,,
156,4,,R1,DISCARD,C5;Q1;J0,0.0,[ 4.  6.  7.  7.  8.  8.  9.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C5;Q1;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'pass']",,,,
156,4,,R2,DISCARD,pass,0.0,[ 5.  5.  6.  7.  7.  7.  8.  9. 11. 11. 11.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
156,4,,DQN_Player,DISCARD,C2;Q1;J0,0.0,[ 8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'pass']",,,,
